price,title,buying_mode,condition,accepts_mercadopago,warranty,free_shipping_ind,date_created,last_updated,etiqueta_busqueda
750000,Celular Samsung Galaxy S23 256gb Black,buy_it_now,used,True,Sin garantía,True,2024-01-12T15:01:19.000Z,2024-05-14T21:23:40.000Z,Samsung_s23
2800000,Celular Samsung Galaxy S23 Ultra,buy_it_now,used,True,Sin garantía,True,2024-03-09T15:03:33.000Z,2024-05-10T03:04:59.254Z,Samsung_s23
1399999,Samsung Galaxy S23 Ultra Crema 256gb Ram 12gb,buy_it_now,used,True,Sin garantía,True,2024-03-23T06:45:56.000Z,2024-05-02T19:17:33.000Z,Samsung_s23
1400000,"Samsung Galaxy S23 Ultra, 5g, 256 Gb, 12 Ram.",buy_it_now,used,True,Sin garantía,False,2024-05-02T19:56:24.000Z,2024-05-11T01:10:09.512Z,Samsung_s23
1900000,Samsung S23 Ultra C/ Cargador Inalámbrico,buy_it_now,used,True,Sin garantía,True,2024-01-09T23:34:27.000Z,2024-05-10T06:03:12.357Z,Samsung_s23
1400000,Samsung S23 Ultra 512gb Dual Sim ,buy_it_now,used,True,Sin garantía,True,2024-05-11T03:55:19.000Z,2024-05-12T04:25:54.881Z,Samsung_s23
425000,Samsung Z Flip 3 Muy Buen Estado 128 Gb Con Case Plástico,buy_it_now,used,True,Sin garantía,True,2023-06-28T15:21:36.000Z,2024-05-10T09:07:27.332Z,Samsung_s23
1000000,Samsung S23 Ultra,buy_it_now,used,True,Garantía de fábrica: 5 meses,False,2024-02-21T18:13:12.000Z,2024-05-12T07:28:01.858Z,Samsung_s23
1500000,Samsung S23 Ultra 256gb,buy_it_now,used,True,Sin garantía,False,2024-02-01T15:08:55.000Z,2024-05-14T12:44:53.000Z,Samsung_s23
1200000,Celular Samsung S23fe,buy_it_now,used,True,Sin garantía,True,2024-02-29T18:32:58.000Z,2024-05-12T22:50:14.376Z,Samsung_s23
1400000,Samsung Galaxy S23 Ultra 12gb 512gb Color Negro,buy_it_now,used,True,Sin garantía,True,2024-03-21T19:18:39.000Z,2024-05-14T01:03:29.783Z,Samsung_s23
850000,Samsung Galaxy S23 Plus ,buy_it_now,used,True,Garantía de fábrica: 6 meses,False,2024-04-05T18:32:59.000Z,2024-05-12T02:42:46.563Z,Samsung_s23
1800000,Samsung Galaxy S23 Ultra 256gb 8g Mem,buy_it_now,used,True,Sin garantía,True,2024-05-06T20:03:12.000Z,2024-05-07T21:12:07.000Z,Samsung_s23
